/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-Sys-Sensor-UpLink			_("Satellite Uplink Center")
LasSatCommandSensor			"*LasSatCommandSensor*"
R-Sys-RadarDetector01			_("Radar Detector")

// added by SEBG 5 July 1999

SK-Veng-Track-C6TwinAslt	"*SK-Veng-Track-C6TwinAslt*"
SK-Veng-Track-HvyLaser		"*SK-Veng-Track-HvyLaser*"
SK-Veng-Hover-Seraph		"*SK-Veng-Hover-Seraph*"
Dragon-Hover-SeraphGauss	"*SK-Dragon-Hover-SeraphGauss*"

AutoRepair					"Auto Repair"

// added by Marc 23rd June 1999 Tech 3 Super-Cyborgs, Plasma Cannon and EMP Cannon

R-Wpn-PlasmaCannon			_("Plasma Cannon")
Laser4-PlasmaCannon			_("Plasma Cannon")
R-Defense-PlasmaCannon			_("Plasma Cannon Emplacement")
Emplacement-PlasmaCannon		_("Plasma Cannon Emplacement")

R-Wpn-Sunburst			_("Sunburst AA Rocket Array")
Rocket-Sunburst			_("Sunburst AA")
Rocket-VTOL-Sunburst		_("VTOL Sunburst AA")
R-Defense-Sunburst			_("Sunburst AA Site")
P0-AASite-Sunburst			_("Sunburst AA Site")

R-Cyborg-Hvywpn-PulseLsr		_("Super Pulse Laser Cyborg")
Cyb-Hvy-PulseLsr				_("Super Pulse Laser Cyborg")
Cyb-Hvybod-PulseLsr			_("Super Pulse Laser Cyborg")
Cyb-Hvywpn-PulseLsr			_("Super Pulse Laser Cyborg")

R-Cyborg-Hvywpn-RailGunner		_("Super Rail-Gunner")
Cyb-Hvy-RailGunner			_("Super Rail-Gunner")
Cyb-Hvybod-RailGunner			_("Super Rail-Gunner")
Cyb-Hvywpn-RailGunner			_("Super Rail-Gunner")

R-Cyborg-Hvywpn-A-T			_("Super Scourge Cyborg")
Cyb-Hvy-A-T					_("Super Scourge Cyborg")
Cyb-Hvybod-A-T				_("Super Scourge Cyborg")
Cyb-Hvywpn-A-T				_("Super Scourge Cyborg")

Sys-SpyTower				_("Nexus Link Tower")
R-Sys-SpyTower				_("Nexus Link Tower")

EMP-Cannon					_("EMP Cannon")
WallTower-EMP				_("EMP Cannon Tower")
R-Defense-EMPCannon			_("EMP Cannon Tower")
R-Wpn-EMPCannon				_("EMP Cannon")

// added by SEBG for September patch

X-Super-MassDriver			_("Mass Driver Fortress")
MassDriver					_("Mass Driver")
R-Defense-MassDriver			_("Mass Driver Fortress")

X-Super-Cannon				_("Cannon Fortress")
CannonSuper					_("Cannon Fortress")
R-Defense-Super-Cannon 			_("Cannon Fortress")

X-Super-Rocket				_("Heavy Rocket Bastion")
RocketSuper					_("Heavy Rocket Bastion")
R-Defense-Super-Rocket 			_("Heavy Rocket Bastion")

X-Super-Missile				_("Missile Fortress")
MissileSuper				_("Missile Fortress")
R-Defense-Super-Missile 		_("Missile Fortress")

// added by Marc 1st September - Super Heavy bodies, Flamer Upgrades

R-Vehicle-Body13				_("Heavy Body - Wyvern")
Body13SUP					_("Wyvern")

R-Vehicle-Body14				_("Multi Turret Body - Dragon")
Body14SUP					_("Dragon")

R-Wpn-Flamer-Damage07			_("Superhot Plasmite gel")
R-Wpn-Flamer-Damage08			_("Superhot Plasmite gel Mk2")
R-Wpn-Flamer-Damage09			_("Superhot Plasmite gel Mk3")

// added by Marc 13th September - EMP Mortar, AA laser, AA Hardpoints, Sam Hardpoints

MortarEMP					_("EMP Mortar")
Emplacement-MortarEMP			_("EMP Mortar Pit")
R-Wpn-MortarEMP				_("EMP Mortar")
R-Defense-EMPMortar			_("EMP Mortar Pit")
AAGunLaser					_("Stormbringer AA Laser")
R-Defense-AA-Laser			_("Stormbringer Emplacement")
R-Wpn-AALaser				_("Stormbringer AA Laser")
P0-AASite-Laser				_("Stormbringer Emplacement")
R-Defense-WallTower-SamHvy		_("Vindicator Hardpoint")
WallTower-SamHvy				_("Vindicator Hardpoint")
WallTower-QuadRotAAGun			_("Whirlwind Hardpoint")
R-Defense-WallTower-QuadRotAA		_("Whirlwind Hardpoint")
WallTower-DoubleAAGun			_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-DoubleAAgun	_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-SamSite		_("Avenger Hardpoint")
WallTower-SamSite				_("Avenger Hardpoint")

// added by Marc 15th September - Twin Rotary MG, VTOL Plasmite Bomb and VTOL EMP Missile Launcher

MG5TWINROTARY				_("Twin Assault Gun")
R-Wpn-MG5					_("Twin Assault Gun")
WallTower-TwinAssaultGun		_("Twin Assault Gun Hardpoint")
R-Defense-WallTower-TwinAGun		_("Twin Assault Gun Hardpoint")

Bomb5-VTOL-Plasmite			_("VTOL Plasmite Bomb Bay")
R-Wpn-Bomb05				_("Plasmite Bomb")
Bomb6-VTOL-EMP				_("VTOL EMP Missile Launcher")
R-Wpn-Bomb06				_("EMP Missile Launcher")

// added by Marc 15th September - Upgraded Command Turrets

CommandTurret2				_("Command Turret II")
R-Comp-CommandTurret02			_("Command Turret II")
CommandTurret3				_("Command Turret III")
R-Comp-CommandTurret03			_("Command Turret III")
CommandTurret4				_("Command Turret IV")
R-Comp-CommandTurret04			_("Command Turret IV")

			/////////////////
			//NEW TEMPLATES//
			/////////////////

	/* Aivolution */
//TransporterU				_("Unit transport")
//TransporterBodyU			_("Unit transport Body")
//R-Cyborg-TransportU			_("Unit transport")
CobraHRepairHover			_("Heavy Repair Turret Cobra Hover")
ViperHMGWheels				_("Heavy Machinegun Viper Wheels")
Scourge-Mantis-H			_("Scourge Mantis Hover")
TK-Mantis-H				_("Tank Killer Mantis Hover")
CobraHMGTracks				_("Heavy Machinegun Cobra Tracks")
Cobra-Hover-HC				_("Heavy Cannon Cobra Hover")

//======================================================================
//GK
//======================================================================
A-Viper-Wheels-MG			_("Machinegun Viper Wheels")
A-Viper-Wheels-TMG			_("Twin Machinegun Viper Wheels")
A-Viper-Wheels-HMG			_("Heavy Machinegun Viper Wheels")
A-Cobra-Wheels-HMG			_("Heavy Machinegun Cobra Wheels")
A-Cobra-Hover-HMG			_("Heavy Machinegun Cobra Hover")

A-Viper-Trk-MG				_("Machinegun Viper Tracks")
A-Viper-Trk-TMG				_("Twin Machinegun Viper Tracks")
A-Viper-Trk-HMG				_("Heavy Machinegun Viper Tracks")
A-Cobra-Trk-HMG				_("Heavy Machinegun Cobra Tracks")

A-Cobra-Hover-MC			_("Medium Cannon Cobra Hover")
A-Scorp-Hover-MC			_("Medium Cannon Scorpion Hover")
A-Scorp-Trk-MC				_("Medium Cannon Scorpion Tracks")
A-Python-Hover-MC			_("Medium Cannon Python Hover")
A-Python-Hover-HC			_("Heavy Cannon Python Hover")
A-Python-Trk-HC				_("Heavy Cannon Python Tracks")
A-Mantis-Trk-Rail			_("Rail Gun Mantis Tracks")
A-Mantis-Trk-Pulse			_("Pulse Laser Mantis Tracks")
A-Python-Trk-Lancer			_("Lancer Python Tracks")
A-Mantis-Trk-Lancer			_("Lancer Mantis Tracks")
A-Veng-Trk-TK				_("Tank Killer Vengeance Tracks")

//A-Python-Trk-HLaser			_("Heavy Laser Python Tracks")
//A-Python-Trk-Scour			_("Scourge Python Tracks")

A-Tiger-Trk-HC				_("Heavy Cannon Tiger Tracks")
A-Tiger-Trk-Needle			_("Needle Gun Tiger Tracks")
A-Retrib-Trk-Needle			_("Needle Gun Retribution Tracks")
A-Veng-Trk-Needle			_("Needle Gun Vengeance Tracks")
A-Veng-Trk-Rail				_("Vengeance Tracks Rail Gun")
A-Veng-Trk-Guass			_("Vengeance Tracks Gauss Cannon")
A-Veng-Trk-Scourge			_("Vengeance Tracks Gauss Scourge")

//Anti Structure VTOLs
V-Bug-ClusterBomb			_("VTOL Cluster Bomb Bay Bug VTOL")
V-Bug-BB				_("VTOL Bunker Buster Bug VTOL")
V-Scor-ClusterBomb			_("VTOL Cluster Bomb Bay Scorpion VTOL")
V-Scor-BB				_("VTOL Bunker Buster Scorpion VTOL")

//Anti Tank VTOLs
V-Bug-Lancer				_("VTOL Lancer Bug VTOL")
V-Bug-HPV				_("VTOL Hyper Velocity Cannon Bug VTOL")
V-Scor-Lancer				_("VTOL Lancer Scorpion VTOL")
V-Scor-HPV				_("VTOL Hyper Velocity Cannon Scorpion VTOL")
V-Mantis-Lancer				_("VTOL Lancer Mantis VTOL")
V-Mantis-HPV				_("VTOL Hyper Velocity Cannon Mantis VTOL")

//Repair
A-Rep-Cobra-Trk				_("Repair Turret Cobra Tracks")
A-Rep-Mantis-Trk			_("Repair Turret Mantis Tracks")

H-Scorp-Trk-Lancer			_("Lancer Scorpion Tracks")
H-Scorp-Trk-HC				_("Heavy Cannon Scorpion Tracks")
H-Scorp-VTOL-Lancer			_("Lancer Scorpion VTOL")
H-Scorp-VTOL-BB				_("Bunker Buster Scorpion VTOL")

Viper-Trk-Com				_("Command Turret Viper Tracks")
Cobra-Trk-Com				_("Command Turret Cobra Tracks")
Scorp-Trk-Com				_("Command Turret Scorpion Tracks")
Mantis-Trk-Com				_("Command Turret Mantis Tracks")

CobraTrkLancer				_("Lancer Cobra Tracks")
MantisTrkHC				_("Heavy Cannon Mantis Tracks")
MantisTKTracks				_("Tank Killer Mantis Tracks")
MantisScourgeTracks			_("Scourge Mantis Tracks")
ScorpTrkHMG				_("Heavy Machinegun Scorpion Tracks")

ScorpRepairTrk				_("Repair Scorpion Tracks")
ScorpHRepairHover			_("Heavy Repair Scorpion Hover")

// Hover Truck Templates
CobraHoverTruck				_("Truck Cobra Hover")
ScorpHoverTruck				_("Truck Scorpion Hover")
MantisHoverTruck			_("Truck Mantis Hover")

// Bunker Buster Templates
CobraBBTracks				_("Bunker Buster Cobra Tracks")
ScorpBBTracks				_("Bunker Buster Scorpion Tracks")
MantisBBTracks				_("Bunker Buster Mantis Tracks")

ViperTrkLancer				_("Lancer Viper Tracks")

CobraPODHTracks				_("Mini-Rocket Cobra Half-Tracks")
CobraPODTracks				_("Mini-Rocket Cobra Tracks")
CobraMRLTracks				_("Mini-Rocket Array Cobra Tracks")

CobraInfernoHTracks			_("Inferno Cobra Half-Tracks")
PythonHoverHVC				_("Hyper Velocity Cannon Python Hover")

PythonTKTracks				_("Tank Killer Python Tracks")
PythonMedCanTracks			_("Medium Cannon Python Tracks")
PythonScourgeTracks			_("Scourge Python Tracks")
PythonGaussTracks			_("Gauss Cannon Python Tracks")
PythonPulseTracks			_("Pulse Laser Python Tracks")
TigerPulseTracks			_("Pulse Laser Tiger Tracks")
TigerHvLaserTracks			_("Heavy Laser Tiger Tracks")
WyvernGaussTracks			_("Gauss Cannon Wyvern Tracks")
WyvernPulseTracks			_("Pulse Laser Wyvern Tracks")
WyvernHvLaserTracks			_("Heavy Laser Wyvern Tracks")

ViperLtMGHalfTracks			_("Machinegun Viper Half-Tracks")
ViperFlameHalfTracks		_("Flamer Viper Half-Tracks")

//Added for DyDo-AI
CobraInfernoHover			_("Inferno Cobra Hover")
CobraMedCnHTrks			  _("Medium Cannon Cobra Half Track")
PythonHoverInferno		_("Inferno Python Hover")
PhytonHoverAssGun     _("Assault Gun Python Hover")
PhytonHTrackAssGun    _("Assault Gun Python Half Track")
ScorpHTrackHMG			  _("Heavy Machinegun Scorpion Half Tracks")
MantisHoverAC         _("Assault Cannon Mantis Hover")
LeopardHoverPulseLas  _("Pulse Laser Leopard Hover")
PantherHoverPulseLas  _("Pulse Laser Panther Hover")
TigerHoverRailGun     _("Rail Gun Tiger Hover")
TigerHoverPulseLas  	_("Pulse Laser Tiger Hover")
WyvernPlasmaCTracks  	_("Plasma Cannon Wyvern Tracks")
WyvernScourgeTracks  	_("Scourge Missile Wyvern Tracks")
RetreHoverFlashLight  _("Flashlight Retribution Hover")
ViperPODHalfTracks    _("Mini-Rocket Viper Half Track")
ViperMRLHalfTracks    _("Mini-Rocket Array Viper Half Track")
SK-Mantis-VTOL-PBB    _("Phosphor Bomb Bay Mantis VTOL")
SK-Mantis-VTOL-HBB    _("Heap Bomb Bay Mantis VTOL")
SK-Retre-VTOL-HBB     _("Heap Bomb Bay Retribution VTOL")
SK-Retal-VTOL-Scourge _("Scourge Retaliation VTOL")
SK-Retre-VTOL-Plasmite	_("Plasmite Retribution VTOL")


// new features by Mysteryem

arizonabush1				"*ArizonaBush1*"
arizonabush2				"*ArizonaBush2*"
arizonabush3				"*ArizonaBush3*"
arizonabush4				"*ArizonaBush4*"
arizonatree1        "*ArizonaTree1*"
arizonatree2        "*ArizonaTree2*"
arizonatree3        "*ArizonaTree3*"
arizonatree4        "*ArizonaTree4*"
arizonatree5        "*ArizonaTree5*"
arizonatree6        "*ArizonaTree6*"
trapstraight        "*TrapStraight*"
trapcorner          "*TrapCorner*"
hoverwreck          "*WreckedHoverProp*"
barrier             "*Barrier*"
bridgeend           "*BridgeEnd*"
bridgemiddle        "*BridgeMiddle*"
bridgefull         "*FullBridge*"
bigcooltowr         "*LargeCoolingTower*"
nukepowstat         "*NuclearPowerStation*"
Pipe1A              "*PipeFull*"
Pipe2A              "*PipeEnd*"
Pipe3A              "*PipeCollapsed*"
Ruin6               "*Ruin6*"
Ruin7               "*Ruin7*"
Ruin8               "*Ruin8*"
Ruin9               "*Ruin9*"
Ruin10              "*Ruin10*"
Wreck0              "*Wreck0*"
Wreck1              "*Wreck1*"
Wreck2              "*Wreck2*"
Wreck3              "*Wreck3*"
Wreck4              "*Wreck4*"
Wreck5              "*Wreck5*"
BaBaHorizontalWall  "*Babahrzwall*"
BabaCornerWall      "*Babacrnwall*"
Powlab              "Powerlab"
Indirectlab         "Indirectweaponslab"
Nanolab             "Nanolab"
Aerodynamicslab     "Aerodynamicslab"
Advmaterialslab     "Advancedmaterialslab"
Heavywepslab        "Heavyweaponslab"
Rotarywepslab       "Rotaryweaponslab"
Laseropticslab      "Laseropticslab"
Wall                "Wall"
WallCorner          "Wallcorner"
WallSmashed         "Smashedwall"
WallCornerSmashed   "Smashedcornerwall"

//Added by Goth for Campaign 4
P0Cam4RetribSpyTurret01Wheels		_("NEXUSLink Retribution Wheels")
P0Cam4CobraCommandWheels			_("Mobile Command Center Cobra Wheels")
P0Cam4PythonGaussTracks			_("Gauss Cannon Python Halftracks")
P0Cam4PythonHvLaserTracks			_("Pulse Laser Python Halftracks")
P0Cam4Cyb-Hvy-RailGunner		_("Super Railgunner")
P0Cam4GibbsPythonTwinAssltHT		_("Tac. Sgt. Gibbs' Twin Assault Laser Python Halftracks")
P0Cam4WilkesPythonTwinAcannonHT		_("Sgt. Wilkes' Twin Assault Cannon Python Halftracks")
P0Cam4Cyb-Jenks-PulseLsr			_("Tac. Sgt. Jenks' Super Pulse Laser Cyborg")
P0Cam4Cyb-Mechanic		_("Cyborg Repair Unit")
P0Cam4CyborgRotMgGround		_("Cyborg Assault Gunner")
P0Cam4ViperRotMgWheels		_("Assault Gun Python Halftracks")
P0Cam4ViperRailWheels		_("Railgun Python Halftracks")
P0Cam4CyborgRail1Ground		_("Cyborg Needle Gunner")
P7Cam4BabaFlashlight		_("NEXUS-Controlled Scavenger")
P0Cam4SuperTransport			_("Super Transport")
P0Cam4TransportBody		_("Transporter Body")
P0Cam4FakeHQ			_("Repurposed Scavenger Sensor")
P0Cam4ProjectAssaultTrooper		_("Project Assault Gun Trooper")
P0Cam4ProjectPulseTrooper		_("Project Pulse Laser Trooper")
P0Cam4ProjectATMissileTrooper		_("Project Attack Missile Trooper")
P0Cam4ProjectMedic		_("Project Medic")
P0Cam4ProjectCommander	_("Project Commander")
P0Cam4ProjectGibbs		_("Tactical Sergeant Gibbs (and his Shoulder-Mounted Needle Gun!)")
//R-CoreDriller			_("Core Driller")
//R-CoreDrillTurret			_("Core Driller Turret")
//R-Str-CFBaseMaterials			_("Carbon-Reinforced Base Materials")
//R-CarbonFibreThermal			_("ThermoCarbon Armor")
R-MultiSpectrumSensor		_("Holographic Sensor Upgrade")
//R-Turret-MSS				_("Holographic Sensor Turret")
R-Laser-Upgrade6			_("Lasers - Power Cell Amplification Upgrade")
//R-Laser-Upgrade7			_("Lasers - Adaptive Lensing Upgrade")
//R-Laser-Upgrade8			_("Lasers - Rate-of-Fire Upgrade")
P0Cam4WeapAsstLas			_("Assault Laser")
//R-Wpn-AssaultLaser			_("Assault Laser")
//R-Def-AssaultLaser			_("Assault Laser Hardpoint")
WallTower-AssaultLaser			_("Assault Laser Hardpoint")
WallTower-TwinAssaultLaser			_("Twin Assault Laser Hardpoint")
P0Cam4WeapAsstLasTwin			_("Twin Assault Laser")
P0Cam4WeapAsstLasVTOL			_("VTOL Assault Laser")
//R-Def-AssaultLaserTwin			_("Twin Assault Laser Hardpoint")
//R-Wpn-AssaultLaserTwin			_("Twin Assault Laser")
R-Body15-LT			_("Super Body - Hawk")
Body15SUP					_("Hawk")
//R-Body16MD			_("Super Body - Falcon")
Body16SUP					_("Falcon")
//R-Body17MD			_("Super Body - Eagle")
Body17SUP					_("Eagle")
P0Cam4PythonAsstLasTracks			_("Assault Laser Python Tracks")
P0Cam4PythonTwinAsstLasTracks		_("Twin Assault Laser Python Tracks")
P0Cam4NXVengWSS		_("Wide Spectrum Sensor Vengeance Half-Tracks")

// New Scav stuff
A0BaBaVtolFactory			_("Scavenger Chopper Factory")
ScavHQ			_("Scavenger HQ")
Body15LGT			_("Wyrmling")
Body16MED			_("Salamander")
Body17LGT			_("Falcon")
Body18MED			_("Warhawk")
Body19HVY			_("Eagle")
Body20LGT			_("Gladius")
Body21MED			_("Longsword")
Body22HVY			_("Claymore")
Body23SUP			_("Couatl")
Body24SUP			_("Abaddon")
Body25SUP			_("Sabretooth")
Body26SUP			_("Phoenix")
Body27SUP			_("Excalibur")
Body28SUP			_("Nemesis")
B2crane1				"crane1"
B2crane2				"crane2"
B2tractor				"tractor"
scavCrane1			"crane1"
scavCrane2			"crane2"
ScavTruckBody				"scavengertruck"
ScavCamperBody			"scavengercamper"
ScavIcevanBody			"scavengericevan"
ScavNEXUSlink			"scavengernexuslinkturret"
ScavNEXUSbody			"scavengernexustank"
ScavNEXUStrack			"scavengernexustrack"
ScavengerChopper			"scavengerchopper"
HeavyChopper			"heavychopper"
Chopper-MG			"choppermg"
Chopper-Minipod			"chopperpod"
ScavCraneOne			"crane1"
ScavCraneTwo			"crane2"
ScavRepairCentre			_("Scavenger Repair Center")
ScavSensor			"Scavenger Sensor"
bbaawep			"Scavenger AA"
bbaatow			"Scavenger AA"

// Contingency Weapons

CommandTurret1Hvy			_("Heavy Command Turret")
CommandTurret2Hvy			_("Heavy Command Turret II")
CommandTurret3Hvy			_("Heavy Command Turret III")
CommandTurret4Hvy			_("Heavy Command Turret IV")
MG3Twin				_("Twin Heavy Machinegun")
MG-AntiTank				_("Vulcan Gattling Gun")
MG-AntiTankTwin			_("Twin Vulcan Gattling Gun")
MG-AntiTank2			_("Punisher Gattling Gun")
MG-AntiTank2Twin			_("Twin Punisher Gattling Gun")
MG-AntiTankGss			_("Hellfury Gauss Minigun")
MG-AntiTankGssTwin		_("Twin Hellfury Gauss Minigun")
MG-AALgt				_("Tornado AA Gun")
MG-AA					_("Hurricane AA Gun")
MG-AA2Lgt				_("Cyclone AA Gun")
MG-AA2				_("Whirlwind AA Gun")
MG3Inc				_("Incendiary Machinegun")
MG3IncTwin				_("Twin Incendiary Machinegun")
MG3Inc-Pillbox			"*Incendiary Machinegun Bunker*"
MG4Inc				_("Hellspitter Machinegun")
MG4IncTwin				_("Twin Hellspitter Machinegun")
MG4Inc-Pillbox			"*Hellspitter Machinegun Bunker*"
Railgun-Gattling			_("Leadsprayer")
Railgun-GattlingTwin		_("Twin Leadsprayer")
Railgun-GattlingInc		_("Hellsprayer")
Railgun-GattlingIncTwin		_("Twin Hellsprayer")
Railgun-GattlingAALgt		_("Dust Devil AA Railgun")
Railgun-GattlingAA		_("Sandstorm AA Railgun")

Cannon-HPVAslt			_("Hyper-Velocity Assault Cannon")
Cannon-HPVLgt			_("Light Hyper-Velocity Cannon")
Cannon-HPVHvy			_("Heavy Hyper-Velocity Cannon")
Cannon-TankDest			_("Fixed-Mounted Heavy Cannon")
Cannon-TankDestLgt		_("Tankbuster Cannon")
Cannon-HPVTankDest		_("Fixed-Mounted Heavy HPV Cannon")
Cannon-HPVTankDestLgt		_("HPV Tankbuster Cannon")
Cannon-HPVTwinAslt		_("Twin HPV Assault Cannon")
Cannon-Shotgun			_("Blunderbuss")
Cannon-Gattling			_("Ripper Cannon")
Cannon-HPVGattling		_("Shredder Cannon")
Cannon-Ramjet			_("Jet-Assisted Cannon")
Cannon-Ramjet-TankDest		_("Fixed-Mounted Jet-Assisted Cannon")
Cannon-Inc				_("Incendiary Cannon")
Cannon-IncTankDest		_("Fixed-Mounted Incendiary Cannon")
Cannon-Plas				_("Thermite Cannon")
Cannon-PlasTankDest		_("Fixed-Mounted Thermite Cannon")

MortarRotPlas			_("Plasmite Pepperpot")
MortarHvyPlas			_("Plasmite Bombard")
Mortar-Ramjet			_("Sureshot Mortar")
Mortar-RamjetRot			_("Sureshot Pepperpot")
Mortar-RamjetHvy			_("Sureshot Bombard")
Mortar-Gauss			_("Gauss Mortar")
Mortar-GaussRot			_("Gauss Pepperpot")
Mortar-GaussHvy			_("Gauss Bombard")
Mortar-GaussInc			_("Gauss Incendiary Mortar")
Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot")
Mortar-GaussHvyPlas		_("Gauss Plasmite Bombard")
Mortar-GaussRamjet		_("Longshot Mortar")
Mortar-GaussRamjetRot		_("Longshot Pepperpot")
Mortar-GaussRamjetHvy		_("Longshot Bombard")
MortarGattling			_("Gattling Mortar")
MortarGattlingGauss		_("Gauss Gattling Mortar")

HowitzerHvyPlas			_("Heavy Plasmite Howitzer")
HowitzerRotPlas			_("Rotary Plasmite Howitzer")
HowitzerBB				_("Ground Shaker")
HowitzerRamjet			_("Sureshot Howitzer")
HowitzerRamjetHvy			_("Heavy Sureshot Howitzer")
HowitzerRamjetRot			_("Rotary Sureshot Howitzer")
HowitzerGattling			_("Gattling Howitzer")
HowitzerGauss			_("Gauss Howitzer")
HowitzerGaussHvy			_("Heavy Gauss Howitzer")
HowitzerGaussRot			_("Rotary Gauss Howitzer")
HowitzerGaussInc			_("Gauss Incendiary Howitzer")
HowitzerGaussHvyPlas		_("Ragnarok")
HowitzerGaussRotPlas		_("Hellstorm")
HowitzerGaussBB			_("Meteor Launcher")
HowitzerGaussRamjet		_("Longshot Howitzer")
HowitzerGaussRamjetHvy		_("Heavy Longshot Howitzer")
HowitzerGaussRamjetRot		_("Rotary Longshot Howitzer")
HowitzerGattlingGauss		_("Shellstorm")

Rocket-MRLHvy			_("Heavy Mini-Rocket Array")
Rocket-LtA-THvy			_("Heavy Lancer")
Rocket-HvyA-THvy			_("Heavy Tank Killer")
Missile-A-THvy			_("Heavy Scourge Missile")
Missile-LtSAM2			_("Avenger AA Missile")
Missile-HvySAM2			_("Vindicator AA Missile")
Rocket-PodTwin			_("Twin Mini-Rocket Pod")
Rocket-PodQuad			_("Quad Mini-Rocket Pod")
Rocket-Pod2				_("Rocket Assault Pod")
Rocket-Pod2Twin			_("Twin Rocket Assault Pod")
Rocket-Pod2Quad			_("Quad Rocket Assault Pod")
Rocket-Pod3				_("Erinyes Missile Pod")
Rocket-Pod3Twin			_("Twin Erinyes Missile Pod")
Rocket-Pod3Quad			_("Quad Erinyes Missile Pod")
Rocket-BB2				_("Devastator BB Missile")
Rocket-TopAttack			_("Rocket Assault Array")
Rocket-TopAttackHvy		_("Heavy Rocket Assault Array")
Missile-MdArtHvy			_("Heavy Seraph Missile Array")
Rocket-Cherub			_("Cherub AA Array")
Rocket-Gattling			_("Rocketstorm")
Rocket-TopAtkInc			_("Incendiary Rocket Array")
Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Array")
Rocket-TopAtkPlas			_("Ifrit Missile Array")
Rocket-TopAtkPlasHvy		_("Heavy Ifrit Missile Array")
Rocket-LasProp-AT			_("Ballista Missile")
Rocket-LasProp-AP			_("Apollo Missile")
Rocket-LasProp-Plas		_("Sunrider Missile")

Railgun-Proto			_("Proto-Railgun")
Railgun-ProtoTankDest		_("Fixed-Mounted Proto-Railgun")
Railgun-GattlingAT		_("Eviscerator")
Railgun-Flak			_("Gauss Flak Cannon")
Railgun-Shotgun			_("Scattershot")
Railgun-Aslt			_("Assault Needlegun")
Railgun-TwinAslt			_("Twin Assault Needlegun")
Railgun-TankDest			_("Fixed-Mounted Gauss Cannon")
Railgun-TankDestLgt		_("Tankbuster Railgun")

Laser-AP1				_("Light Laser")
Laser-AT1				_("Laser Cannon")
Laser-AP2				_("Heavy Laser")
Laser-AT2				_("Heavy Laser Cannon")
Laser-AP3				_("Flashlight Laser")
Laser-AT3				_("Pulse Laser Cannon")
Laser-AP4				_("Hyperion Laser")
Laser-AT4				_("Heavy Pulse Laser Cannon")
Laser-TankDest			_("Fixed-Mounted Laser Cannon")
Laser-TankDestLgt			_("Tankbuster Laser")
Laser-TankDest2			_("Fixed-Mounted Pulse Laser Cannon")
Laser-TankDest2Lgt		_("Tankbuster Pulse Laser")
Laser-AA				_("Stormbringer AA Laser")
Laser-AA2				_("Tempest AA Laser")
Laser-Plasma			_("Plasma Laser")
Laser-Plasma-TankDest		_("Fixed-Mounted Plasma Laser")
Laser-Sonic				_("Sonic Disrupter")
Laser-Sonic-TankDest		_("Fixed-Mounted Sonic Disrupter")

Flame1Med				_("Medium Flamer")
Flame1Hvy				_("Heavy Flamer")
Flame2Med				_("Medium Thermite Flamer")
Flame2Hvy				_("Heavy Thermite Flamer")
PlasmiteFlamerMed			_("Medium Plasmite Flamer")
PlasmiteFlamerHvy			_("Heavy Plasmite Flamer")
Flamer-PlasmaCannon		_("Plasma Cannon")
Flamer-PlasCan-TankDest		_("Fixed-Mounted Plasma Cannon")

TBM-FuelAir				_("Harbinger TBM Launcher")
TBM-Earthquake			_("Hellshaker TBM Launcher")
TBM-Plasmite			_("Armageddon TBM Launcher")
TBM-Precision			_("Oblivion TBM Launcher")

SpyTurret02				_("Hijacker Turret II")
SpyTurret03				_("Hijacker Turret III")
SpyTurretNEXUS			_("NEXUS Link Turret")

//VTOL Turrets

MG-AntiTank-VTOL			_("VTOL Vulcan Gattling Gun")
MG-AntiTank2-VTOL			_("VTOL Punisher Gattling Gun")
MG-AntiTankGss-VTOL		_("VTOL Hellfury Gauss Minigun")
MG-AA-VTOL				_("VTOL Hurricane AA Gun")
MG-AA2-VTOL				_("VTOL Whirlwind AA Gun")
MG3Inc-VTOL				_("VTOL Incendiary Machinegun")
MG4Inc-VTOL				_("VTOL Hellspitter Machinegun")

Cannon-Med-VTOL			_("VTOL Medium Cannon")
Cannon-HPVLgt-VTOL		_("VTOL Light HPV Cannon")
Cannon-HPVAslt-VTOL		_("VTOL HPV Assault Cannon")
Cannon-Shotgun-VTOL		_("VTOL Blunderbuss")

Rocket-VTOL-LtA-THvy		_("VTOL Heavy Lancer")
Rocket-VTOL-HvyA-THvy		_("VTOL Heavy Tank Killer")
Missile-VTOL-ATHvy		_("VTOL Heavy Scourge Missile")
Rocket-VTOL-MRL			_("VTOL Mini-Rocket Array")
Rocket-VTOL-MRLHvy		_("VTOL Heavy Mini-Rocket Array")
Missile-VTOL-MdArt		_("VTOL Seraph Missile Array")
Missile-VTOL-MdArtHvy		_("VTOL Heavy Seraph Missile Array")
Rocket-VTOL-TopAttack		_("VTOL Rocket Assault Array")
Rocket-VTOL-TopAttackHvy	_("VTOL Heavy Rocket Assault Array")
